Title,Authors,Image_URL,link
Haematology and serum biochemistry parameters in chemically immobilized Manipurâ€™s Brow Antlered Deer or Sangai,"MANOHARMAYUM VIKRAMJIT SHARMA1, NENGNEIKIM BAITE1, ANIMESH TALUKDAR1, CHONGPI TUBOI1, SYED AINUL HUSSAIN1, PRADEEP KUMAR MALIK1 and PARAG NIGAM",https://rivres.in/Other_Photos/Publication_image/image_id_1_.jpg,
"First photographic record of the presence of Smooth-coated Otter Lutrogale perspicillata in Ghaghra River, India.","Gawan, S., Panda, A. K., & Rawat, A. M.",https://rivres.in/Other_Photos/Publication_image/image_id_12.png,
"Relationship of isotopic variations with spring density in the structurally controlled springs and related geosystem services in Alaknanda Valley, Garhwal Himalaya, India","Rawat, A. M., Bagri, D. S., Kumar, S., Badola, R., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_13_2.jpg,
Development of a google earth engine based application to monitor the seasonal water spread area of river Ganga.,"Tripathi, R. N., Ramachandran, A., Hussain, S. A., Tripathi, V., & Badola, R.",https://rivres.in/Other_Photos/Publication_image/image_id_16.png,
Spatio-temporal habitat assessment of the Gangetic floodplain in the Hastinapur wildlife sanctuary,"Tripathi, R. N., Ramachandran, A., Tripathi, V., Badola, R., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/image_id_15.jpg,
Morphometric analysis of Suswa River Basin using geospatial techniques.,"Mani, A., Kumari, M., & Badola, R.",https://rivres.in/Other_Photos/Publication_image/image_id_14.jpg,
"Toward SDGs: Forest, Market and Human Wellbeing Nexus in Indian Western Himalayas.","Dobriyal, P., Badola, S., Hussain, S. A., & Badola, R.",https://rivres.in/Other_Photos/Publication_image/image_id_13.jpg,
"Prioritising river stretches using multi-modelling habitat suitability of Gangetic dolphin (Platanista gangetica) as a flagship species for aquatic biodiversity conservation in the Ganga River Basin, India.","Goura Chandra Das , Surya Prasad Sharma , Sk Zeeshan Ali , Saurav Gawan , Aftab Alam Usmani , Arkojyoti Sarkar , Suyash Katdare , Ajay Rawat , Pichaimuthu Gangaimaran , Ashish Kumar Panda , Umang Agnihotri , Aishwarya Ramachandran , Srijani Guha , Shivani Barthwal , Jeyaraj Antony Johnson , Ruchi Badola , Syed Ainul Hussain.",https://rivres.in/Other_Photos/Publication_image/image_id_11.jpg,
Population genetics and evolutionary history of the endangered Eld’s deer (Rucervus eldii) with implications for planning species recovery,"Mirza Ghazanfarullah Ghazi, Surya Prasad Sharma, Chongpi Tuboi, Sangeeta Angom, Tennison Gurumayum, Parag Nigam, Syed Ainul Hussain Scientific reports, 2021",https://rivres.in/Other_Photos/Publication_image/img_id_13_2.jpg,
An incentive-based mitigation strategy to encourage coexistence of large mammals and humans along the foothills of Indian Western Himalayas,"Ruchi Badola, Tanveer Ahmed, Amanat Kaur Gill, Pariva Dobriyal, Goura Chandra Das, Srishti Badola, Syed Ainul Hussain Scientific reports, 2021",https://rivres.in/Other_Photos/Publication_image/img_id_13_2.jpg,
Dry season resource selection among sympatric ungulates in a tropical coastal landscape: implications for conservation and management,"SJD Frank, Govindan Veeraswami Gopi, Kalyanasundaram Sankar, Syed Ainul Hussain .Tropical Ecology 2021.",https://rivres.in/Other_Photos/Publication_image/img_id_9.png,
Testing a global standard for quantifying species recovery and assessing conservation impact,"Molly K. Grace, H. Resit Akçakaya, Elizabeth L. Bennett, Thomas M. Brooks, Anna Heath, Simon Hedges, Craig Hilton-Taylor, Michael Hoffmann, Axel Hochkirch, Richard Jenkins, David A. Keith, et al., Conservation BiologyVolume 35, Issue 6 p. 1833-1849",https://rivres.in/Other_Photos/Publication_image/img_id_8.jpg,
"Photographic record of Lesser Flamingo Phoeniconaias minor (Aves: Phoenicopteridae) in Ramganga river, Bareilly, India.","Gangaiamaran, P., Usmani, A. A., Gopi, G. V., Hussain, S. A., & Khan, K. A.",https://rivres.in/Other_Photos/Publication_image/img_id_22.png,
"Turtle Rescue Centre, Bhagalpur (Bihar), India","Bajaj, A., Chauhan, R., & Sathiaseelan, S.",https://rivres.in/Other_Photos/Publication_image/img_id_21.png,
Identification of Gangetic turtles based on species-specific variations on mitochondrial cyt b and nuclear Cmos genes.,"Yadav, P., Kumar, A., Sahoo, S., Yadav, N., Hussain, S. A., & Gupta, S. K.",https://rivres.in/Other_Photos/Publication_image/img_id_20.jpg,
"Growth patterns of critically endangered, head-started three-striped roofed turtle, Batagur dhongoka (Gray, 1834)","Talukdar, A., Panda, A., Srivastav, A., Hussain, S. A., Malik, P. K., & Nigam, P.",https://rivres.in/Other_Photos/Publication_image/img_id_19.png,
"Hematology and serum chemistry values in the critically endangered red-crowned roofed turtle, Batakur kachuga and three-stripped roofed turtle, B. dhongoka.","Talkudar, A., Mallapur, G., Goswami, S., Konch, P., Hussain, S. A., & Nigam, P.",https://rivres.in/Other_Photos/Publication_image/img_id_18.jpg,
Microsatellite analysis reveals low genetic diversity in managed populations of the critically endangered gharial (Gavialis gangeticus) in India.,"Sharma, S. P., Ghazi, M. G., Katdare, S., Dasgupta, N., Mondol, S., Gupta, S. K., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_13_2.jpg,
"Complete mitogenome of Ganges river dolphin, Platanista gangetica gangetica and its phylogenetic relationship with other cetaceans.","Kumar, A., Yadav, P., Usmani, A., Hussian, S. A., & Gupta, S. K.",https://rivres.in/Other_Photos/Publication_image/img_id_16.jpeg,
Spiders as bio-indicators of habitat disturbance in the riparian zone of the Ganga river: a preliminary study.,"De, K., Siliwal, M., Uniyal, V. P., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_15.png,
"Diversity of aquatic insects and biomonitoring of water quality in the upper Ganga River, a Ramsar site: a preliminary assessment.","De, K., Sarkar, A., Singh, K., Uniyal, V. P., Johnson, J. A., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_14.png,
"Resource utilisation by smooth-coated otter in the rivers of Himalayan foothills in Uttarakhand, India","Basak, S., Pandav, B., Johnson, J. A., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_12.jpg,
Demographic and genetic structure of a severely fragmented population of the endangered hog deer (Axis porcinus) in the Indo-Burma biodiversity hotspot,"Sangeeta Angom, Chongpi Tuboi, Mirza Ghazanfar Ullah Ghazi, Ruchi Badola, Syed Ainul Hussain. PLoS one, 2020.",https://rivres.in/Other_Photos/Publication_image/img_id_7.png,
Assessing the distribution pattern of otters in four rivers of the Indian Himalayan biodiversity hotspot,"Nishikant Gupta, Varun Tiwari, Mark Everard, Melissa Savage, Syed Ainul Hussain, Michael A Chadwick, Jeyaraj Antony Johnson, Asghar Nawab, Vinod K Belwal Aquatic Conservation Marine and Freshwater Ecosystems, 30",https://rivres.in/Other_Photos/Publication_image/img_id_6.jpg,
"Evaluation of the effect of longitudinal connectivity in population genetic structure of endangered golden mahseer, Tor putitora (Cyprinidae), in Himalayan rivers: Implications for its conservation.","Yadav, P., Kumar, A., Hussain, S. A., & Gupta, S. K.",https://rivres.in/Other_Photos/Publication_image/img_id_11.png,
"Mitochondrial DNA analysis reveals extremely low genetic diversity in a managed population of the Critically Endangered Gharial (Gavialis gangeticus, Gmelin, 1789)","Sharma, S. P., Katdare, S., Zaidi, Z., Ghazi, M. G., Gupta, S. K., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_10.jpg,
"First account of spatio-temporal analysis, historical trends, source apportionment and ecological risk assessment of banned organochlorine pesticides along the Ganga River.","Sah, R., Baroth, A., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_9.jpg,
Conservation planning for the Ganga River: a policy conundrum.,"Hussain, S. A., Irengbam, M., Barthwal, S., Dasgupta, N., & Badola, R.",https://rivres.in/Other_Photos/Publication_image/img_id_8.jpg,
Evaluating performance of four species distribution models using Blue-tailed Green Darner Anax guttatus (Insecta: Odonata) as model organism from the Gangetic riparian zone,"De, K., Ali, S. Z., Dasgpta, N., Uniyal, V. P., Johnson, J. A., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_7.png,
"The Ganga Aqualife Rescue and Rehabilitation Centre, Narora, Bulandshahar District, Uttar Pradesh, India.","Bajaj, A., Nigam, P., & Hussain, S. A.",https://rivres.in/Other_Photos/Publication_image/img_id_6.png,
